Player,Team,Position,Age,Market value,Contract expires,Minutes played,Passport country,Foot,Height,Weight,On loan,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",PAdj Sliding tackles,PAdj Interceptions,Fouls per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %","Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,Lateral passes per 90,Short / medium passes per 90,Long passes per 90,"Average pass length, m",xA per 90,Shot assists per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %"
T. Kadewere,Olympique Lyonnais,"RWF, RW, CF",24,6500000,2024-06-30,1044,Zimbabwe,right,183,72,no,6.64,50.65,3.1,63.89,0,5.71,1.29,0.53,2.67,35.48,22.581,22.22,2.93,41.18,5.09,1.29,18.28,1.21,24.22,77.22,4.4,52.94,7.24,6.9,21.9,0.86,15.44,0.13,0.78,0.86,70,1.98,43.48,1.21,0.34,3.28,60.53
G. Caprari,Benevento,"LWF, AMF",27,6500000,2022-06-30,923,Italy,right,176,72,yes,4.39,40,1.46,13.33,0.22,3.44,0.98,0.21,2.73,28.57,14.286,54.55,5.85,46.67,2.05,2.44,20.09,1.46,29.64,80.92,6.83,58.57,6.92,9.56,27.2,1.37,16.42,0.23,1.76,3.61,70.27,2.73,50,0.98,0.59,4.97,80.39
E. Shomurodov,Genoa,CF,25,6500000,2024-06-30,424,Uzbekistan,right,190,76,no,8.07,44.74,5.52,38.46,0.25,2.77,1.91,0.17,1.27,66.67,16.667,50,4.46,28.57,2.33,1.06,14.22,3.61,22.29,72.38,5.52,50,4.88,5.52,21.86,0,12.55,0.07,0.64,1.49,57.14,1.06,20,0.21,0.21,1.27,33.33
S. Mounié,Brest,CF,26,6500000,2024-06-30,1241,"Benin, France",right,190,83,no,4.06,51.79,12.18,60.12,0.25,2.42,1.74,0.47,1.96,62.96,14.815,37.5,0.94,76.92,3.63,1.23,11.24,1.74,17.48,74.69,4.42,49.18,5,5.29,16.46,0.44,15.17,0.05,0.44,2.1,62.07,1.02,64.29,0.51,0.22,2.03,67.86
V. Grifo,Freiburg,"LWF, LW, LAMF",27,6500000,2022-06-30,974,"Germany, Italy",right,180,77,no,4.8,55.77,0.74,37.5,0.11,3.19,0.55,0.44,2.59,67.86,21.429,42.31,4.34,48.94,2.68,2.22,29.94,1.94,39.73,79.77,9.43,62.75,9.7,12.75,34.47,3.14,18.73,0.22,2.13,3.33,61.11,3.79,46.34,1.2,0.83,6.01,73.85
M. Kruse,Union Berlin,"CF, AMF",32,6500000,2022-06-30,768,Germany,left,180,76,no,2.23,47.37,2.93,28,0,0.67,0.47,0.53,1.52,69.23,46.154,55.56,0.82,57.14,1.52,1.88,24.49,1.99,31.52,81.41,6.21,67.92,9.38,11.13,29.3,1.41,17.81,0.24,1.52,3.52,70,1.88,75,1.17,0.59,4.8,80.49
P. Herrmann,Borussia M'gladbach,"RAMF, CF",29,6500000,2022-06-30,588,Germany,right,179,71,no,5.05,39.39,1.53,0,1.05,5.03,1.53,0.21,2.3,40,0,25,2.91,52.63,3.06,1.22,18.06,1.99,26.48,71.68,4.59,66.67,7.5,8.72,22.35,2.14,16.43,0.19,1.68,1.68,72.73,1.84,50,0.77,0.61,4.29,57.14
J. Maja,Bordeaux,CF,21,6500000,2023-06-30,769,"England, Nigeria",right,180,77,no,3.28,42.86,3.04,30.77,0,2.64,0.7,0.21,1.76,60,13.333,0,1.4,91.67,3.04,0.23,13.58,1.76,19.54,88.02,2.57,77.27,7.61,4.68,19.19,0.35,13.44,0.07,0.7,1.64,71.43,0.35,100,0.59,0,0.94,75
A. Sanabria,Real Betis,CF,24,6500000,2022-06-30,876,"Paraguay, Spain",right,180,70,no,2.47,45.83,7.19,40,0.8,2.89,1.44,0.39,2.05,50,10,25,1.75,29.41,2.88,0.92,10.17,1.75,16.85,80.49,2.57,72,4.52,4.73,15.72,0.82,14.56,0,0,1.54,60,0.21,50,0,0,1.44,57.14
S. Zaza,Torino,CF,29,6500000,2023-06-30,498,Italy,left,186,78,no,4.52,48,7.41,41.46,0.82,1.64,2.53,0.41,2.89,43.75,6.25,0,1.45,25,3.25,0.36,13.55,3.43,15.36,75.29,1.27,85.71,4.16,5.6,14.64,0.72,14.05,0,0,1.27,71.43,0.54,33.33,0,0,1.27,28.57
S. Armstrong,Southampton,"RW, LW",28,6500000,2022-06-30,1073,Scotland,right,184,73,no,8.05,60.42,0.92,18.18,0.64,4.45,1.59,0.12,1.09,23.08,15.385,27.78,3.77,46.67,1.93,2.26,25.33,0.92,36.82,79.04,9.14,70.64,10.23,10.65,33.89,1.51,15.17,0.07,0.75,3.52,69.05,2.01,45.83,1.09,0.42,4.53,75.93
A. Barnes,Burnley,CF,31,6500000,2022-06-30,740,England,right,186,76,no,3.89,59.38,9.12,32,0.14,1.8,2.68,0.32,2.31,36.84,5.263,28.57,1.58,53.85,3.41,0.36,9.97,3.04,16.18,75.19,4.38,58.33,4.26,3.16,14.35,0.97,17.84,0.09,0.61,1.58,61.54,1.58,69.23,1.22,0.24,2.07,76.47
R. Doan,Arminia Bielefeld,"RW, RAMF",22,6300000,2024-06-30,1129,Japan,left,172,70,yes,6.06,59.21,2.23,32.14,0.63,3.86,1.28,0.07,1.51,36.84,10.526,27.27,6.62,45.78,1.67,2.15,15.86,0.56,23.84,77.26,5.82,69.86,7.33,6.22,20.09,2.07,18.6,0.17,1.59,2.55,68.75,2.79,54.29,1.12,0.48,4.3,83.33
R. Del Castillo,Rennes,"RW, RWF, LW",24,6000000,2022-06-30,467,"France, Spain",left,172,65,no,8.48,56.82,3.47,33.33,0,3.75,1.54,0.14,2.51,38.46,0,38.89,6.36,48.48,3.47,1.93,29.29,3.28,42.4,73.18,12.72,57.58,10.6,13.1,37.39,1.73,17.39,0.42,1.93,3.47,55.56,4.24,40.91,0.96,1.54,6.17,71.88
Roberto Torres,Osasuna,RW,31,6000000,,751,Spain,right,178,72,no,4.19,42.86,1.68,14.29,0.15,3.27,0.72,0.3,2.28,36.84,15.789,48,3,36,2.16,0.48,18.93,1.68,28.28,68.22,8.27,53.62,4.55,9.23,21.57,3.95,18.41,0.06,0.72,4.19,48.57,3.6,43.33,0.6,1.44,5.63,65.96
Rafa Mir,Huesca,"CF, RAMF",23,6000000,2022-06-30,1003,Spain,right,191,87,yes,3.77,50,8.61,53.13,0.22,2.68,1.97,0.39,2.87,53.13,9.375,27.27,2.87,34.38,3.95,1.7,10.41,3.23,12.65,68.09,3.05,61.76,2.06,4.85,11.04,0.81,17.05,0.03,0.09,1.35,53.33,1.08,50,0.18,0.36,1.79,75
S. Weissman,Real Valladolid,CF,24,6000000,2024-06-30,593,Israel,right,174,69,no,3.95,53.85,3.95,11.54,1.64,2.36,1.21,0.2,1.52,60,20,66.67,1.52,60,2.73,0.46,8.35,1.06,12.14,72.5,1.52,50,3.49,4.1,11.69,0,10.02,0,0.15,1.06,57.14,0.76,40,0,0.15,0.91,33.33
T. Moffi,Lorient,CF,21,6000000,2024-06-30,539,Nigeria,left,188,87,no,5.68,32.35,6.35,36.84,0.19,0.76,2.17,0.34,1.84,27.27,18.182,0,2.84,29.41,3.34,1.5,9.85,1.84,12.86,67.53,2.84,58.82,3.17,3.84,11.69,0.83,12.67,0.12,0.67,1.34,62.5,0.83,60,0.67,0,0.67,75
Z. Ferhat,Nîmes,"RW, RAMF",27,6000000,2022-06-30,1349,Algeria,right,183,70,no,3.27,61.22,6.34,52.63,0.08,3.63,0.73,0.07,1.27,47.37,15.789,38.18,5.67,49.41,2.2,2,21.08,2.34,32.49,72.48,8.74,63.36,8.01,9.74,26.69,2.34,18.32,0.12,1.07,3.47,59.62,4.07,49.18,1.13,1.27,5.47,82.93
Manu Vallejo,Valencia,CF,23,6000000,2024-06-30,489,Spain,right,167,62,no,7.91,44.19,3.31,38.89,0.23,1.86,1.29,0.48,1.47,87.5,50,50,4.23,47.83,3.31,1.1,12.7,1.84,18.22,78.79,3.68,60,4.42,5.15,16.38,0.92,16.47,0.06,0.55,0.74,50,2.02,72.73,0.92,0.55,2.21,75
B. Raman,Schalke 04,"LAMF, CF, LW",26,6000000,2024-06-30,694,Belgium,right,172,67,no,4.67,44.44,2.46,31.58,0,2.12,1.17,0.24,2.33,33.33,11.111,35.29,2.46,36.84,3.24,0.78,12.58,2.2,19.32,70.47,4.67,75,4.54,5.71,15.69,1.56,18.38,0.13,1.3,1.04,87.5,1.69,69.23,0.65,0.78,4.54,68.57
R. Assalé,Dijon,"CF, RAMF, RWF",27,6000000,2024-06-30,380,Côte d'Ivoire,right,167,67,no,2.37,30,2.84,25,0,1.67,0.95,0.07,0.71,100,0,0,4.5,21.05,1.66,2.61,14.45,2.61,18.95,68.75,4.26,61.11,4.26,6.63,17.53,0.71,17.39,0.03,0.47,1.18,80,2.84,50,1.42,0,2.13,66.67
M. Cafaro,Reims,"LW, RW, LAMF",23,6000000,2022-06-30,903,France,right,170,60,no,6.48,52.31,1,20,0.76,1.75,1.2,0.1,2.69,33.33,7.407,25.81,4.09,53.66,1.4,2.39,27.01,1.69,32.89,68.79,9.57,53.13,8.27,11.56,26.11,3.89,20.88,0.16,0.8,5.18,46.15,3.79,39.47,0.8,0.8,6.08,70.49
S. Bahoken,Angers SCO,CF,28,6000000,2022-06-30,901,"France, Cameroon",right,185,88,no,3.1,48.39,6.49,24.62,0.11,1.84,2.1,0.56,3.1,45.16,16.129,7.69,2.6,42.31,3.2,1,10.99,2.1,17.58,72.73,3.1,58.06,5.09,4.69,15.98,0.3,14.51,0.07,0.5,1.2,83.33,1.1,27.27,0.3,0.1,1.2,83.33
W. Khazri,Saint-Étienne,"CF, RWF",29,6000000,2022-06-30,374,"France, Tunisia",right,182,76,no,5.05,47.62,2.17,22.22,0.34,2.02,1.44,0.26,1.68,14.29,14.286,40,5.78,45.83,1.68,2.89,18.29,2.41,26.47,74.55,9.63,65,3.85,8.66,20.7,3.37,16.76,0.1,0.72,6.02,80,3.61,60,1.2,0.96,5.78,91.67
Jaime Mata,Getafe,CF,32,6000000,2021-06-30,625,Spain,right,185,79,no,3.74,46.15,9.94,27.54,0.24,2.6,2.88,0.34,1.58,45.45,18.182,33.33,2.16,53.33,3.46,0.43,13.97,1.87,22.03,73.2,4.9,70.59,5.47,6.34,19.3,1.01,16.7,0.02,0.43,2.3,56.25,1.58,45.45,0.72,0.43,2.3,81.25
J. Rodriguez,Burnley,"CF, RW",31,6000000,2025-12-31,601,"England, Spain",right,185,70,no,5.09,64.71,6.59,36.36,0.17,3.15,1.95,0.14,1.35,11.11,0,0,3,35,2.4,0.45,12.43,2.4,16.77,83.93,2.7,77.78,5.69,3.44,16.02,0.45,12.3,0.1,0.75,1.2,75,0.9,66.67,1.05,0,1.2,87.5
F. Tait,Rennes,"LW, LCMF3, RCMF3",27,5500000,2023-06-30,614,France,right,175,70,no,5.28,58.33,1.61,36.36,0.22,3.28,1.03,0.13,1.17,37.5,0,28.57,4.4,63.33,2.79,2.49,31.66,0.73,42.65,86.94,9.97,77.94,10.26,15.98,38.4,3.22,17.33,0.19,1.03,6.16,88.1,1.47,60,0.73,0.44,5.13,82.86
A. Hunou,Rennes,"CF, AMF",26,5500000,2023-06-30,495,France,right,179,70,no,3.64,65,4,31.82,0.32,3.47,1.27,0.57,2.91,56.25,25,0,0.73,50,4.18,0.91,19.09,2,23.27,81.25,3.45,73.68,9.27,5.45,22.55,0.55,13.34,0.11,0.55,0.91,60,1.27,57.14,0.91,0,1.27,57.14
A. Grassi,Parma,"RB5, RCMF3, RB",25,5500000,2024-06-30,517,Italy,right,183,75,no,6.96,55,1.22,57.14,0.84,9.39,0.52,0,0.35,50,0,0,1.74,50,0.52,0.52,21.24,1.22,32.55,81.82,10.62,70.49,5.4,10.97,28.9,2.96,16.3,0.08,0.35,3.66,57.14,1.57,22.22,0.35,0,5.22,60
B. Dost,Eintracht Frankfurt,CF,31,5500000,2022-06-30,872,Netherlands,right,196,86,no,2.06,40,12.08,56.41,0.57,2.41,1.44,0.47,1.65,62.5,25,0,0.21,100,3.2,0.21,17.86,3.61,25.39,72.76,5.57,44.44,5.16,7.33,24.77,0.62,14.4,0.21,0.72,3.1,53.33,1.14,45.45,1.24,0,2.68,53.85
N. de Préville,Bordeaux,"CF, AMF, LW",29,5500000,2021-06-30,839,France,right,178,79,no,6.87,50,2.47,30.43,0.62,1.98,1.61,0.06,0.97,33.33,0,0,4.83,48.89,1.72,3.33,23.6,1.72,32.5,76.24,6.87,64.06,8.05,9.65,29.28,2.36,16.68,0.15,1.07,3.75,74.29,1.39,30.77,0.54,0,4.18,76.92
O. Burke,Sheffield United,CF,23,5500000,2023-06-30,614,Scotland,right,188,74,no,7.04,50,7.33,38,0.15,2.2,2.05,0.12,1.17,25,0,25,3.08,42.86,4.4,2.49,11.73,2.79,14.36,69.39,2.2,53.33,4.4,3.52,13.78,0,12.36,0.2,0.88,0.59,25,1.17,62.5,1.61,0.15,1.17,62.5
D. Welbeck,Brighton & Hove Albion,CF,30,5500000,2021-06-30,665,England,right,185,73,no,3.38,40,5.28,28.21,0.37,2.98,1.35,0.23,1.76,46.15,15.385,0,2.3,41.18,3.65,1.22,8.66,1.49,11.37,79.76,2.03,100,2.03,3.11,11.1,0,15.25,0.04,0.95,0.68,80,0.54,50,0.81,0,0.95,71.43
M. Phillips,West Bromwich Albion,"RW, RCMF3, LB5",29,5500000,2022-06-30,575,"England, Scotland",right,185,75,no,6.57,50,2.82,38.89,0.31,4,2.03,0.03,0.94,50,0,35.29,2.82,61.11,1.57,1.57,17.84,1.25,27.08,75.14,6.73,58.14,6.57,7.83,22.7,1.88,19.43,0.2,1.41,3.44,77.27,2.97,42.11,0.63,0.78,4.85,67.74
Jony,Osasuna,LW,29,5000000,2023-06-30,474,Spain,left,179,76,yes,4.56,50,0.57,0,0.22,3.56,1.14,0.06,1.14,50,0,45.65,8.92,36.17,2.09,3.23,25.25,2.47,35.51,64.17,8.16,53.49,5.7,14.43,24.3,3.61,25.49,0.33,2.28,3.42,66.67,7.97,64.29,1.71,3.99,9.68,84.31
J. Calleri,Osasuna,CF,27,5000000,2021-06-30,479,"Argentina, Italy",right,173,70,yes,5.45,44.83,13.53,47.22,0.45,2.03,3.01,0.27,2.63,35.71,7.143,33.33,4.7,48,4.32,0.75,8.46,2.25,13.9,71.62,3.38,77.78,3.76,3.76,12.4,0.38,18.68,0.1,0.75,1.5,50,0.94,80,0.56,0.56,1.5,75
José Luis Morales,Levante,"CF, LW",33,5000000,2021-06-30,897,Spain,right,180,70,no,2.91,51.72,1.71,35.29,0,1.93,0.5,0.25,2.11,47.62,19.048,30.3,4.62,41.3,4.82,2.11,17.76,1.61,20.27,68.32,4.11,56.1,4.82,6.92,16.45,0.6,17.99,0.13,1,1.81,66.67,3.01,36.67,0.6,1.1,2.41,91.67
Sergi Guardiola,Real Valladolid,CF,29,5000000,2023-06-30,877,Spain,left,183,78,no,4.31,38.1,4.72,39.13,0.28,1.93,1.95,0.35,1.85,33.33,5.556,26.67,4.31,59.52,1.95,1.54,10.67,1.54,19.7,70.31,3.59,57.14,5.64,5.54,17.24,1.03,16.29,0.09,0.41,1.44,57.14,1.23,33.33,0.41,0.31,1.85,66.67
Y. Wissa,Lorient,"LW, LWF, LAMF",24,5000000,2024-06-30,1407,"France, Congo DR",right,176,74,no,4.29,47.76,3.33,55.77,0.22,3.21,1.22,0.5,1.79,42.86,17.857,0,4.67,52.05,2.05,1.47,13.94,1.98,19.7,75,5.31,56.63,4.93,5.05,17.78,1.28,16.66,0.03,0.38,1.98,51.61,1.79,28.57,0.64,0.06,2.49,58.97
A. Candreva,Sampdoria,RW,33,5000000,2024-06-30,723,Italy,right,180,70,yes,4.73,34.21,0.5,25,0.26,4.1,0.5,0.12,2.61,38.1,4.762,28.3,6.97,66.07,3.11,3.61,30,1.99,43.69,70.09,13.82,63.96,7.72,14.07,29.63,7.59,21.06,0.26,1.74,6.35,56.86,6.72,40.74,1.49,2.12,10.08,81.48
Joselu,Deportivo Alavés,CF,30,5000000,2022-06-30,1225,"Germany, Spain",right,192,84,no,3.82,53.85,11.61,69.62,0.53,3.27,1.54,0.39,2.72,29.73,5.405,15.38,2.28,41.94,3.45,0.44,12.27,2.57,22.19,66.89,7.2,48.98,4.56,5.95,19.32,1.91,17.69,0.07,0.44,4.41,55,0.88,41.67,0.44,0.15,3.09,73.81
S. Mavididi,Montpellier,"LW, CF, LWF",22,5000000,2024-06-30,725,"England, Congo DR",right,182,71,no,5.21,52.38,3.35,14.81,0,3.33,1.49,0.3,1.37,81.82,36.364,21.43,4.72,50,2.86,1.86,17.38,1.86,21.6,83.33,3.97,75,8.07,5.83,19.37,0.5,17.39,0.02,0.5,0.74,83.33,0.74,50,0.12,0.37,1.74,50
A. Nordin,Saint-Étienne,"CF, RW, LW",22,5000000,2022-06-30,718,"France, Martinique",left,170,69,no,2.76,50,1.38,36.36,0,2.77,0.38,0.23,2.76,31.82,9.091,20.83,4.51,61.11,2.63,3.01,16.55,1.88,21.18,78.11,3.38,70.37,7.02,7.14,17.55,1.5,19.97,0.05,0.63,1.13,88.89,1.88,46.67,0.63,0.5,2.01,81.25
F. Caicedo,Lazio,CF,32,5000000,2022-06-30,496,"Ecuador, Spain",left,183,82,no,5.44,56.67,5.44,43.33,0.48,1.2,2.9,0.63,2.54,50,28.571,0,2,45.45,2.72,0.18,15.97,1.81,23.59,75.38,5.63,51.61,4.9,7.98,22.14,1.45,13.41,0.03,0.36,3.27,88.89,1.63,33.33,0.73,0,2,81.82
R. Sottil,Cagliari,"LW, LAMF, RW",21,5000000,2024-06-30,930,Italy,right,180,70,yes,3,32.26,1.26,15.38,0.44,2.41,0.87,0.15,1.84,31.58,10.526,26.67,6.19,65.63,3.58,4.55,13.35,0.68,26.32,80.51,6,77.42,7.16,8.71,22.35,1.06,17.66,0.23,1.65,2.71,85.71,3.19,54.55,1.35,0.77,4.06,80.95
G. Lapadula,Benevento,CF,30,5000000,2023-06-30,951,"Italy, Peru",left,177,74,no,3.6,52.63,4.64,24.49,0.73,2.1,1.51,0.67,3.22,32.35,8.824,22.22,1.8,63.16,5.21,0.76,9.46,1.42,14.48,73.86,3.41,72.22,4.07,4.16,13.44,0.19,13.08,0.13,0.47,1.23,69.23,0.95,20,0.76,0.19,1.42,53.33
M. Pjaca,Genoa,"CF, LW, AMF",25,5000000,2023-06-30,614,Croatia,right,186,83,yes,4.1,53.57,3.08,14.29,0,2.39,1.17,0.17,1.32,44.44,33.333,60,4.54,54.84,2.2,1.91,19.79,1.17,26.53,85.64,6.01,75.61,6.89,7.33,25.21,0.59,14.26,0.13,1.03,1.47,70,1.76,75,1.03,0.29,3.37,65.22
G. Scamacca,Genoa,CF,21,5000000,2023-06-30,713,Italy,right,195,85,yes,4.42,48.57,5.81,50,0,2.26,2.4,0.22,2.4,36.84,10.526,28.57,2.15,41.18,3.28,0.5,13,3.53,19.82,77.07,3.16,52,4.92,6.82,17.42,1.64,14.95,0.11,1.01,1.77,71.43,1.14,33.33,1.14,0.13,1.89,73.33
Y. Musah,Valencia,RW,18,5000000,2023-06-30,1000,"England, Ghana",right,178,71,no,5.22,55.17,2.07,52.17,0.42,3.79,1.17,0.03,0.27,33.33,33.333,30,4.59,50.98,1.08,1.8,13.23,1.26,20.97,76.39,5.13,61.4,7.92,5.58,19.44,0.63,16.3,0.03,0.45,1.08,50,1.53,58.82,0.45,0.27,2.43,37.04
I. Jakobs,Köln,"LW, LWB, LB5",21,5000000,2024-06-30,840,"Germany, Senegal",left,183,75,no,5.25,65.31,1.29,50,0.42,3.04,1.18,0.13,1.39,30.77,0,33.33,1.61,66.67,2.36,1.29,18.21,2.04,27.64,67.05,8.46,48.1,6.43,8.36,21.21,2.68,18.48,0.02,0.43,2.36,36.36,4.07,42.11,0.64,1.29,5.14,60.42
N. Petersen,Freiburg,CF,32,5000000,2021-06-30,776,Germany,right,188,80,no,3.6,48.39,10.79,22.58,0.15,4.1,0.58,0.65,2.44,38.1,23.81,20,0.81,42.86,3.48,0.23,8.47,1.39,12.53,75.93,2.44,66.67,3.83,2.78,11.6,0.35,13.9,0.03,0.35,0.58,100,0.81,57.14,0.58,0.12,0.81,42.86
R. Sallai,Freiburg,"RW, RWF, RAMF",23,5000000,2022-06-30,789,Hungary,right,182,77,no,5.93,55.77,4.9,37.21,0.81,2.71,2.62,0.24,2.17,36.84,15.789,36.36,5.25,58.7,2.4,2.85,17.22,2.51,23.95,75.24,7.3,70.31,5.25,5.93,20.42,1.25,17.97,0.08,0.8,2.4,80.95,2.74,41.67,0.34,0.8,3.99,85.71
Y. Gervinho,Parma,"CF, LWF, LW",33,5000000,2022-06-30,983,Côte d'Ivoire,right,179,68,no,1.46,62.5,0.18,0,0,1.25,0.18,0.23,1.56,41.18,23.529,54.55,5.13,51.79,4.12,3.3,17.03,1.56,20.97,81.22,4.39,66.67,7.05,4.76,19.59,0.37,14.14,0.19,1.28,1.1,75,0.73,50,1.19,0.64,1.74,78.95
N. Mbuku,Reims,"RW, LW",18,5000000,2023-06-30,735,"France, Congo DR",left,170,67,no,6.24,58.82,2.69,50,0.41,3.17,1.1,0.13,1.47,75,8.333,9.09,4.9,57.5,1.71,1.96,12.12,0.98,18.24,77.18,4.65,73.68,2.57,6.24,16.41,0.61,17.52,0.05,0.86,2.08,70.59,2.33,47.37,0.73,0.12,2.82,82.61
A. Zeneli,Reims,"LW, LAMF",25,5000000,2023-06-30,678,"Sweden, Kosovo",right,176,72,no,5.18,51.28,1.06,25,0,2.5,0.8,0.16,2.26,41.18,5.882,50,8.36,66.67,2.12,3.72,17.65,1.86,23.63,77.53,4.51,70.59,6.9,5.97,21.9,0.53,14.83,0.23,1.73,1.46,45.45,1.86,64.29,1.33,0.53,2.79,57.14
F. Bonazzoli,Torino,CF,23,5000000,2025-06-30,467,Italy,left,182,79,yes,4.05,33.33,1.54,25,0.49,0.98,1.93,0.3,2.7,14.29,7.143,50,1.73,44.44,3.66,1.35,13.1,0.96,16.77,79.31,3.47,61.11,4.63,6.36,15.03,0.96,14.64,0.25,0.58,1.35,71.43,0.58,66.67,0.77,0.19,1.93,70
M. Albrighton,Leicester City,"RW, RWB, RB5",31,5000000,2022-06-30,661,England,right,175,74,no,5.99,54.55,2.72,40,0.52,5.23,0.27,0.03,0.95,28.57,0,21.43,5.45,57.5,1.5,1.63,26.69,2.31,40.03,68.71,12.53,57.61,6.81,12.8,30.36,4.08,18.31,0.1,0.95,4.49,60.61,5.72,35.71,0.68,1.5,7.76,66.67
L. Pavoletti,Cagliari,CF,32,4800000,2022-06-30,418,Italy,right,188,85,no,4.52,33.33,10.98,50.98,0.76,1.26,3.66,0.62,3.23,26.67,6.667,0,0,0,4.52,0,13.78,2.8,19.59,73.63,3.23,40,6.03,6.67,18.73,0.86,15.4,0.06,0.22,1.94,33.33,0.86,75,0.86,0,1.08,60
R. Brady,Burnley,RW,28,4800000,2021-06-30,546,Republic of Ireland,left,176,71,no,10.38,63.49,3.63,54.55,0.38,6.6,1.48,0.11,0.99,66.67,16.667,21.05,3.79,52.17,1.32,0.82,17.14,1.32,27.53,74.25,7.75,63.83,6.59,8.9,20.27,4.12,19.32,0.07,0.66,3.63,54.55,3.3,25,0.33,0.99,4.78,68.97
M. Gregoritsch,Augsburg,CF,26,4500000,2022-06-30,708,Austria,left,193,91,no,4.32,47.06,6.48,41.18,0,1.9,1.27,0.16,1.53,25,8.333,42.86,3.18,56,2.29,0.76,16.78,1.4,24.41,69.79,7.12,51.79,6.61,6.36,21.48,2.16,16.9,0.14,0.38,4.58,50,2.03,43.75,0.38,0.38,3.94,64.52
E. Vignato,Bologna,"RW, RAMF",20,4500000,2024-06-30,452,"Italy, Brazil",right,175,67,no,6.37,40.63,1,40,0.28,4.17,1.59,0.25,2.19,36.36,9.091,43.75,3.78,63.16,1.99,1.79,32.26,1.79,42.41,75.59,12.74,67.19,9.36,12.35,37.63,1.59,14.66,0.34,1.59,4.18,71.43,3.78,57.89,1,1.39,9.76,65.31
R. Steffen,Wolfsburg,"RAMF, LAMF, LW",29,4500000,2023-06-30,738,Switzerland,left,170,65,no,8.41,57.97,1.83,53.33,0.31,5.94,2.07,0.33,1.83,40,6.667,25,2.07,58.82,2.8,1.46,26.71,0.98,36.34,81.54,8.9,75.34,8.54,11.71,31.95,2.68,17.52,0.1,0.73,3.66,86.67,2.07,64.71,1.22,0.37,5.85,77.08
S. Kalajdžić,Stuttgart,CF,23,4500000,2023-06-30,622,"Austria, Serbia",right,200,76,no,3.91,44.44,8.39,46.55,0.38,2.87,0.87,0.39,2.32,43.75,31.25,16.67,2.17,60,3.91,0.58,14.47,1.16,21.85,68.21,4.34,43.33,6.08,5.93,20.69,0.29,12.28,0.21,1.3,2.46,23.53,0.72,40,1.59,0.14,1.45,60
K. Gameiro,Valencia,CF,33,4000000,2021-06-30,417,"France, Portugal",right,173,64,no,3.88,38.89,2.81,23.08,0,2.5,1.73,0.14,0.86,50,0,0,1.73,12.5,1.94,0,14.68,1.08,19.42,78.89,5.18,66.67,6.69,4.1,18.99,0,16.74,0.16,0.65,1.94,55.56,0.86,50,0.65,0,1.29,83.33
M. Konaté,Dijon,CF,27,4000000,2023-06-30,532,Senegal,right,181,78,no,4.23,44,5.75,26.47,0,2.69,2.37,0.33,2.2,30.77,23.077,0,1.18,42.86,2.54,0.68,11.17,1.35,16.75,81.82,3.21,73.68,5.08,5.08,15.39,1.02,13.69,0,0.17,1.69,60,1.18,71.43,0.85,0,1.52,77.78
R. Ripart,Nîmes,"LW, RB, RW",27,4000000,2023-06-30,1415,France,right,181,73,no,5.53,56.32,5.53,45.98,0,6.93,0.83,0.19,1.53,29.17,12.5,25,4.33,48.53,1.78,0.83,19.34,1.78,27.99,70.23,9.35,64.63,5.72,7.19,23.53,2.16,18.03,0.04,0.19,3.43,61.11,2.16,41.18,0.45,0.7,4.39,78.26
N. Eliasson,Nîmes,"LW, RW, LWB",25,4000000,2023-06-30,747,"Sweden, Brazil",left,176,73,no,6.27,71.15,3.61,33.33,0.15,2.93,1.08,0.04,0.96,25,0,27.78,3.01,48,1.69,0.6,13.86,1.2,21.81,65.75,5.3,54.55,5.42,7.59,14.94,2.89,19.2,0.19,1.81,2.05,47.06,3.37,21.43,0,1.2,3.37,71.43
I. Pussetto,Udinese,"CF, RW",25,4000000,2024-06-30,750,"Argentina, Italy",right,180,74,yes,6.72,55.36,5.76,33.33,0.44,3.66,2.04,0.29,1.92,37.5,18.75,11.11,4.92,51.22,4.68,3.36,12.48,2.28,19.92,68.67,4.44,51.35,3.48,7.08,16.8,1.08,16.1,0.05,0.6,2.28,63.16,1.92,37.5,0.84,0.36,2.4,70
V. Germain,Olympique Marseille,"CF, RAMF, LWF",30,4000000,2021-06-30,408,France,right,180,73,no,4.41,55,9.04,48.78,1.3,8.48,1.32,0.17,0.44,100,100,0,0.66,0,1.32,0,16.99,2.65,23.82,80.56,2.65,66.67,9.26,7.06,21.62,0.66,14.44,0,0,1.1,60,1.32,33.33,0.22,0,0.88,25
D. Cheryshev,Valencia,LW,29,4000000,2022-06-30,490,"Russia, Spain",left,179,74,no,8.45,52.17,2.76,46.67,0,3.81,1.84,0.23,2.39,23.08,0,23.81,2.57,42.86,3.12,1.29,13.41,1.84,20.57,63.39,6.61,69.44,2.39,7.53,14.69,2.02,22.49,0.18,1.1,2.57,64.29,2.94,43.75,0.92,0.92,4.59,76
